latitude,longitude,AGB
-9.556990134,-69.60072936,115.802639
-10.12382152,-68.47367023,273.396891
-10.06560425,-68.90276175,195.2199933
-10.55121774,-69.55699397,133.7599493
-10.21226728,-69.21716742,106.549888
-10.69870937,-69.06974567,200.692124
-10.70386964,-68.87786818,361.6891802
-10.16832245,-69.55049929,163.2775681
-10.03904057,-68.11793322,10.4399832
-10.64817684,-69.03949424,184.7731225
-9.718242183,-69.01202711,178.9764713
-9.641583577,-69.27168374,180.3008477
-9.996101496,-69.37607861,162.8222416
-10.3310871,-69.40391791,141.4636395
-10.29220717,-68.80479807,111.3851519
-10.46816657,-68.93470614,49.40476142
-10.27158325,-69.35997816,341.7604336
-10.7082542,-69.45756822,192.5360202
-10.72340703,-69.43637895,219.1741359
-10.38766423,-68.61577425,157.0329334
-10.22667931,-68.75649336,190.6528344
-9.824452003,-69.26172894,178.2300349
-10.05828215,-68.21364529,186.7462652
-10.07552994,-68.88151582,141.1362452
-9.633723428,-69.28398427,106.8649166
-9.774185715,-69.5392896,159.3116645
-10.31390585,-68.635421,133.8192787
-10.17710158,-68.98489028,356.7528085
-10.34441064,-69.42103237,207.9990232
-9.747485844,-69.19396292,166.2520773
-9.568889819,-69.08882375,118.1323357
-9.734867004,-69.59640202,119.010107
-9.721867698,-68.11143211,60.79029433
-9.842683022,-68.34439362,180.9806578
-9.598911105,-68.06367672,111.6757875
-10.66976379,-69.46932884,266.5113461
-9.93634509,-68.52194109,181.1146726
-9.958461747,-68.36626837,217.8803768
-10.59458832,-69.39908862,396.5952568
-9.784038619,-68.3941439,52.38344689
-10.11053483,-69.32130657,267.7085955
-9.736954769,-69.59487146,204.938866
-10.09321709,-68.44418649,214.9124276
-10.29462304,-68.77120828,95.99037202
-9.647585624,-68.9083901,219.1275286
-10.48105748,-68.93711115,332.8865197
-9.998912724,-69.52426206,165.0645761
-10.72394428,-68.916861,249.8523116
-10.48511911,-69.58467702,178.9765977
-10.06118095,-69.32819496,333.7887961
-10.5024301,-69.57634459,138.9434325
-9.95257776,-69.14643735,256.7150027
-10.29391782,-69.60482807,222.274113
-10.45426257,-68.89615477,120.6257659
-9.825090216,-68.69042053,137.7227377
-10.30945672,-69.07543159,142.2019263
-10.03492255,-68.60156372,170.0028894
-10.53313846,-69.01854264,133.4169304
-9.94677054,-68.29821962,14.12893113
-9.979759529,-68.55385398,142.8447014
-10.72518436,-69.40351828,339.3600338
-10.358137,-69.43118958,315.9724305
-10.0631583,-68.10524105,252.7823696
-9.782120013,-69.16852637,186.742965
-9.995782389,-68.55115296,181.5131397
-9.678850064,-68.50909792,215.3099031
-10.16769517,-68.50598954,106.9540651
-10.58569759,-69.5102836,216.162644
-10.3147294,-69.05081523,279.7867978
-10.16473055,-68.45865409,178.227752
-10.68220245,-68.91494785,171.2048637
-10.14247829,-68.96596339,230.0477051
-9.715893642,-68.10007138,51.64181515
-10.62175008,-68.99845586,206.9383972
-10.14550561,-68.68293207,102.1771306
-10.24586006,-68.53934512,136.7148715
-10.12461066,-69.28598583,188.2237028
-10.60052961,-68.95855488,253.9128316
-10.61758182,-68.77860465,283.2637871
-10.23837053,-68.58678285,313.4428329
-10.25194375,-68.52300026,195.2425476
-9.727713231,-68.64008507,186.6823081
-10.5014797,-68.95222775,224.9117467
-9.973710355,-68.56311643,181.5488684
-10.46354861,-69.02473474,207.7896862
-10.54486753,-68.99297738,31.25390149
-9.874453865,-69.34142471,233.4288144
-9.896270533,-68.49248002,209.1810446
-10.07904389,-69.36005789,173.605631
-10.28148097,-69.05478438,212.6053382
-9.698910658,-68.46103638,221.3848843
-10.68191928,-69.47701181,229.6983224
-9.86428592,-69.28391311,132.2338518
-10.51119265,-69.56985476,219.4109088
-10.58790865,-69.12213227,122.8604753
-10.29558659,-68.526424,130.4304107
-9.819890582,-69.28761998,154.3338699
-9.94276225,-69.11041292,308.8330023
-10.19754526,-68.56324951,109.0496075
-10.6576645,-69.05389935,204.2012456
-10.00530715,-69.14923545,193.1646568
